Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6295065,The End of Overeating: Taking Control of the Insatiable American Appetite,David A. Kessler,"Kessler, David A.",,"=""1605297852""","=""9781605297859""",3,3.67,Rodale,Hardcover,320,2009,2009,2009/10/21,2009/10/21,2009,2009 (#51),read,"3.5/5 - Not as good as Mindless Eating, although I did like how each chapter was short and succinct. Gleaned some more information, but overall, just felt kind of lacking.",,,1,,,0,,,,,
6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"Dawkins, Richard",,"=""059306173X""","=""9780593061732""",4,4.15,Bantam Press,Hardcover,470,2009,2009,2010/05/04,2010/05/04,2010,2010 (#16),read,"4.5/5 - Even though I'm somewhat familiar with most of the material in this book, Dawkins does a masterful job presenting the facts behind evolution. A must-read for anyone interested in the topic.",,,1,,,0,,,,,
44659,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,"=""0345468643""","=""9780345468642""",3,4.13,Del Rey,Paperback,304,2004,1982,2010/04/26,2010/04/26,2010,2010 (#15),read,"2.5/5 - Not as compelling a read as I had been led to expect. Not much actually happens, and the entire book feels more like a prologue than anything else. Still, I did like how Garion actually does the smart thing and tells people about the weird shit that's going on. And although the whiny teenager bit is probably fairly accurate, it doesn't get any less annoying as the book goes on. Overall, I'll withhold further judgment until I read the rest of the series.",,,1,,,0,,,,,
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",3,3.93,Pantheon Books,Hardcover,252,2008,2008,2010/03/28,2009/08/30,2010,2010 (#13),read,"3.5/5 - Highly enjoyable.  Mlodinow keeps a good pace and presents information at just the right level to keep me reading even though I've previously read books on this topic. Definitely recommended for those unfamiliar with randomness, but I don't think I learned anything truly new from this book.",,,1,,,0,,,,,
3871801,"Spell Games (Marla Mason, #4)",T.A. Pratt,"Pratt, T.A.",Tim Pratt,"=""0553591363""","=""9780553591361""",4,3.96,Spectra,Mass Market Paperback,352,2009,2009,2010/03/22,2009/11/18,2010,2010 (#12),read,"Overall, the story itself didn't grab me as much as in the previous books, but the events in the book sure did! I'm looking forward to the next book, which is currently being released chapter by chapter online.",,,1,,,0,,,,,
6732000,"Mathletics: How Gamblers, Managers, and Sports Enthusiasts Use Mathematics in Baseball, Basketball, and Football",Wayne L. Winston,"Winston, Wayne L.",,"=""069113913X""","=""9780691139135""",3,3.74,Princeton University Press,Hardcover,358,2009,2009,2010/03/15,2009/10/26,2010,2010 (#11),read,"Overall, pretty good. A nice introduction to statistics in sports, this book did a fantastic job at keeping the content at an approachable level for a newcomer to the field. I personally wasn't as interested in the process and was hoping for a more in-depth look at the field, but I'd highly recommend this book to someone who hasn't heard of Sabermetrics or Bill James or is interested in starting their own statistical analysis of sports data.<br/><br/>3.5/5",,,1,,,0,,,,,
66657,Magic for Beginners,Kelly Link,"Link, Kelly",Shelley Jackson,"=""0156031876""","=""9780156031875""",2,3.82,Mariner Books,Paperback,297,2006,2005,,2010/03/04,gave-up,gave-up (#2),read,"Managed to get through 2/3rds of this book, but the short stories really didn't do it for me. I just didn't ""get"" it, I suppose?",,,1,,,0,,,,,
546187,The Adobe Photoshop Lightroom Book for Digital Photographers,Scott Kelby,"Kelby, Scott",,"=""0321492161""","=""9780321492166""",0,4.09,Peachpit Press,Paperback,416,2007,2007,,2009/12/03,,,read,,,,1,,,0,,,,,
280583,"Cute, Quaint, Hungry And Romantic: The Aesthetics Of Consumerism",Daniel       Harris,"Harris, Daniel",,"=""0306810476""","=""9780306810473""",2,3.55,Da Capo Press,Paperback,294,2001,2000,,2010/02/11,gave-up,gave-up (#1),read,"I gave up on reading this book. Not something I easily do, but the verbiage in this book leaned towards the absurd. Here's an example:<br/><br/>""In the eyes of most people, whose conditioned responses to this most rigid of styles prevent them from recognizing its artificiality, things like calendars with droopy-eyed puppies pleading for attention or greeting cards with kitty cats in raincoats are the very embodiment of innocence and as such represent an absence of the designed and manipulated qualities of what is in fact a heavily mannered aesthetic.""<br/><br/>Pretty much the entire book is written in this fashion. I really liked the ideas, but just couldn't get myself to actually read the book.",,,1,,,0,,,,,
6920100,Anonyponymous: The Forgotten People Behind Everyday Words,John Bemelmans Marciano,"Marciano, John Bemelmans",,"=""1596916532""","=""9781596916531""",3,3.53,Bloomsbury USA,Hardcover,160,2009,2009,2010/02/09,2010/01/24,2010,2010 (#10),read,"An interesting concept, but kind of hard to read straight through. There's not much flow, since the book is done dictionary/encyclopedia-style.",,,1,,,0,,,,,
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna","=""1596914521""","=""9781596914520""",3,4.04,Bloomsbury (NYC),Paperback,352,2009,2009,2010/01/25,2009/11/05,2010,2010 (#8),read,"Interesting, but it wasn't what I had expected/hoped.",,,1,,,1,,,Like new,,
131029,Ultimate Techniques & Tactics,James Parinella,"Parinella, James",Eric Zaslow,"=""073605104X""","=""9780736051040""",4,3.95,Human Kinetics Publishers,Paperback,208,2004,2004,2010/01/23,2010/01/18,2010,2010 (#7),read,"I don't think there's too much here for people who have been playing a while, but it's worth reading anyway to get a more codified version of what you learn through trial and error through playing.",,,1,,,1,,,Like new,,
2801914,"Dead Reign (Marla Mason, #3)",T.A. Pratt,"Pratt, T.A.",Tim Pratt,"=""0553591355""","=""9780553591354""",4,4.01,Spectra,Paperback,336,2008,2008,2010/01/23,2010/01/23,2010,2010 (#6),read,,,,1,,,0,,,,,
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""1594489254""","=""9781594489259""",4,3.87,Riverhead Books,Hardcover,299,2006,2006,,2010/01/23,,,read,,,,1,,,0,,,,,
2003738,"Poison Sleep (Marla Mason, #2)",T.A. Pratt,"Pratt, T.A.",Tim Pratt,"=""0553589997""","=""9780553589993""",4,3.86,Spectra,Paperback,321,2008,2008,2010/01/17,2010/01/17,2010,2010 (#5),read,,,,1,,,0,,,,,
6987527,"The Breach (Travis Chase, #1)",Patrick  Lee,"Lee, Patrick",,"=""0061584452""","=""9780061584459""",0,4.02,Harper,Paperback,372,2009,2009,,2010/01/12,,,read,,,,1,,,0,,,,,
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""0307266303""","=""9780307266309""",5,4.29,Knopf,Hardcover,287,2009,2009,2010/01/10,2009/06/17,"2010, favorite, wishlist","2010 (#3), favorite (#6), wishlist (#2)",read,What a fantastic book. An inspirational way to start off the new year. Makes me want to go running more often. I just love people who are truly passionate about something and the eccentricity that naturally comes with it.,,,1,,,0,,,,,
60212,The Knight (The Wizard Knight #1),Gene Wolfe,"Wolfe, Gene",,"=""0765347016""","=""9780765347015""",2,3.74,Tor Books,Paperback,544,2010,2004,,2010/01/08,,,read,I gave up on this book.,,,1,,,0,,,,,
5936792,As They See 'Em: A Fan's Travels in the Land of Umpires,Bruce Weber,"Weber, Bruce",,"=""0743294114""","=""9780743294119""",3,3.82,Scribner,Hardcover,352,2009,2009,2010/01/06,2009/05/04,2010,2010 (#2),read,"Would probably be more interesting if I knew/cared more about baseball. I read it mostly to gain some insight into ultimate, as it's self-reffed, but this was more stories/history about umpiring than information about the craft.",,,1,,,0,,,,,
100365,"The Mote in God's Eye (Moties, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,"=""156865054X""","=""9781568650548""",5,4.07,Spectrum Literary Agency,ebook,596,2011,1974,,2010/01/04,,,read,,,,1,,,0,,,,,
6250169,"Unseen Academicals (Discworld, #37; Rincewind #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",4,3.97,HarperCollins,Hardcover,417,2009,2009,2010/01/01,2010/01/01,2010,2010 (#1),read,"It's exactly what I expected. Lots of fun, although less quotable than usual and with a less spectacular denouement than I expected. I think I shall have to reread this later.",,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Domingo Santos,"=""0340839937""","=""9780340839935""",5,4.23,Hodder & Stoughton,Paperback,604,2006,1965,,2009/12/31,favorite,favorite (#5),read,,,,1,,,0,,,,,
1937288,"Blood Engines (Marla Mason, #1)",T.A. Pratt,"Pratt, T.A.",Tim Pratt,"=""0553589989""","=""9780553589986""",4,3.51,Spectra Books,Paperback,338,2007,2007,2009/12/30,2009/11/18,2009,2009 (#62),read,"A fun read... not deep, but thoroughly enjoyable. Marla is indeed a badass sorcerer, and damned fun to read about.",,,1,,,0,,,,,
154556,The French Laundry Cookbook,Thomas Keller,"Keller, Thomas",Deborah Jones,"=""1579651267""","=""9781579651268""",4,4.28,Artisan,Hardcover,336,1999,1999,2009/12/30,2009/12/30,2009,2009 (#63),read,"The recipes are crazy, but the anecdotes are interesting.",,,1,,,0,,,,,
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061161640""","=""9780061161643""",4,4.21,Harper,Hardcover,394,2007,2007,,2009/12/24,,,read,,,,2,,,1,,,Like new,,
423332,"7th Son:  Descent (7th Son, #1)",J.C. Hutchins,"Hutchins, J.C.",,"=""""","=""""",2,4.04,,Audiobook,6,,2006,2009/12/28,2009/12/29,2009,2009 (#61),read,"Meh. I found the premise, characters, and plot to be thin. The hacker clone was absurd, between his internet cult and ridiculous portrayal of hacking/security. I was willing to buy into the cloning/memory tech, but my suspension of disbelief only goes so far.<br/><br/>Also, really, it just so happens that the 7 clones somehow wind up with different names? How convenient!<br/><br/>I might have overlooked all this, but the denouement was lackluster. The twist at the end (if you can call it that) was boring, and we never discover the main clone's motivation.",,,1,,,0,,,,,
6713575,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,"Seibel, Peter",,"=""1430219483""","=""9781430219484""",5,3.93,Apress,Paperback,632,2009,2009,2009/12/27,2009/11/24,2009,2009 (#60),read,"A really enjoyable read. Not much in the way of technical details or usable advice, but an interesting look into the minds of top programmers. Very cool to see what they think, and humbling to see what they've done in their careers.",,,1,,,0,,,,,
77733,"Empire From the Ashes (Dahak, #1-3)",David Weber,"Weber, David",,"=""0743435931""","=""9780743435932""",3,4.38,Baen Books,Hardcover,774,2003,2003,,2009/12/26,,,read,,,,1,,,1,,,Like new,,
1107296,"Mutineers' Moon (Dahak, #1)",David Weber,"Weber, David",,"=""0671720856""","=""9780671720858""",0,4.20,Baen Publishing Enterprises,Mass Market Paperback,315,1991,1991,,2009/12/26,,,read,,,,1,,,0,,,,,
954674,"Little Brother (Little Brother, #1)",Cory Doctorow,"Doctorow, Cory",,"=""0765319853""","=""9780765319852""",4,3.93,Tor Books,Hardcover,382,2008,2008,2009/03/28,2008/12/10,2009,2009 (#20),read,"A very peculiar read. The ""realness"" of the subject matter chilled me to the bone while the infodumps kept me from being fully immersed in the book. (As necessary as they were, I don't need to be taught public-key cryptography, etc.) I think that characterizations were a bit of a stretch, but they weren't implausible; you can see some of the characters in real life just by turning to Fox.<br/><br/>Could something like this happen? It's entirely possible. Am I willing to put my comfortable life on the line to fight something like this? I don't know. If you're interested at all in personal freedoms in our current political climate, it's definitely worth reading.",,,1,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",5,4.16,Basic Books,Paperback,240,2002,1988,,2009/12/23,,,read,,,,1,,,1,,,Like new,,
3950512,The Adobe Photoshop Lightroom 2 Book for Digital Photographers,Scott Kelby,"Kelby, Scott",,"=""0321555562""","=""9780321555564""",5,4.09,New Riders Publishing,Paperback,429,2008,2007,2009/06/01,2008/12/10,,,read,,,,1,,,0,,,,,
92833,The Digital Photography Book (Volume 1),Scott Kelby,"Kelby, Scott",,"=""032147404X""","=""9780321474049""",0,4.10,Peachpit Press,Paperback,219,2006,2006,,2009/12/03,wishlist,wishlist (#1),read,,,,1,,,0,,,,,
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",0,4.47,Corgi,Paperback,480,2011,2002,,2009/12/02,favorite,favorite (#3),read,,,,1,,,0,,,,,
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",5,4.31,Tor Science Fiction,Mass Market Paperback,775,2000,1999,,2008/12/10,2008,2008 (#63),read,,,,1,,,0,,,,,
33426,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,"Kaku, Michio",,"=""0192861891""","=""9780192861894""",5,4.13,Oxford Univ Pr (T),Paperback,359,1995,1994,,2009/12/02,favorite,favorite (#2),read,"One of the books that really made me who I am today. I've owned several copies of Hyperspace, but keep losing them after loaning them out.",,,1,,,0,,,,,
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",3,3.75,Night Shade Books,Hardcover,359,2009,2009,2009/11/29,2009/11/28,2009,2009 (#59),read,"An okay read. The world seems fascinating, so perhaps one of the earlier novels would be more to my liking. Nice characterization, but the separate threads weren't linked enough to make the plot really cohesive.",,,1,,,0,,,,,
6897235,"The Catch: One Play, Two Dynasties, and the Game That Changed the NFL",Gary Myers,"Myers, Gary",Joe Montana,"=""0307409082""","=""9780307409089""",3,3.67,Crown Archetype,Hardcover,272,2009,2009,2009/11/21,2009/11/22,2009,2009 (#58),read,"3.5/5 - Enjoyed reading about football history; since I only recently became interested in football, I didn't know a lot of the material covered in the book. That being said, it was pretty light and fluffy.",,,1,,,0,,,,,
6596708,"Bone Shop (Marla Mason, Prequel #1)",T.A. Pratt,"Pratt, T.A.",Tim Pratt,"=""""","=""9780557211401""",4,3.93,Tropism Press,Paperback,244,2010,2009,2009/11/17,2009/11/17,2009,2009 (#57),read,"Read for free here: http://www.marlamason.net/boneshop/<br/><br/>3.5/5 - I quite liked the world setup, and it's interesting enough to make me put the rest of the series on my to-read list.",,,1,,,0,,,,,
411877,Bears Discover Fire and Other Stories,Terry Bisson,"Bisson, Terry",,"=""0312890354""","=""9780312890353""",3,3.90,Orb Books,Paperback,256,1995,1990,2009/11/16,2009/11/14,2009,2009 (#56),read,3.5/5 - an enjoyable read.,,,1,,,0,,,,,
1705697,Wastelands: Stories of the Apocalypse (Wastelands #1),John Joseph Adams,"Adams, John Joseph","Cory Doctorow, George R.R. Martin, Carol Emshwiller, Jonathan Lethem, Octavia E. Butler, Stephen King, Gene Wolfe, Orson Scott Card, Paolo Bacigalupi, M. Rickert","=""1597801054""","=""9781597801058""",3,3.77,Night Shade,Paperback,333,2008,2007,2009/11/13,2009/11/11,2009,2009 (#55),read,"Kind of a downer to read, and the stories were pretty hit-or-miss for me.",,,1,,,0,,,,,
4070074,Sustainable Energy - Without the Hot Air,David J.C. MacKay,"MacKay, David J.C.",,"=""0954452933""","=""9780954452933""",4,4.40,UIT Cambridge Ltd.,Paperback,384,2009,2008,2009/11/11,2009/10/25,2009,2009 (#54),read,"4.5/5<br/><br/>Fantastic book. MacKay does a good job keeping the book at an appropriate level; enough details to give us a good summary, but not so in-depth as to make it confusing. The production values are amazing, with great design in general, from the graphs to the layout. Really loved the design.<br/><br/>I liked that he focuses on sustainable energy and whether it's even possible, rather than digressing into a discussion on global warming.",,,1,,,0,,,,,
188362,"Hard Facts, Dangerous Half-Truths, and Total Nonsense: Profiting from Evidence-based Management",Jeffrey Pfeffer,"Pfeffer, Jeffrey",Robert I. Sutton,"=""1591398622""","=""9781591398622""",3,3.89,Harvard Business Review Press,Hardcover,288,2006,2006,2009/10/21,2009/08/31,,,read,,,,1,,,0,,,,,
6183847,What We Eat When We Eat Alone: Stories and 100 Recipes,Deborah Madison,"Madison, Deborah",Patrick McFarlin,"=""1423604962""","=""9781423604969""",4,3.26,Gibbs Smith,Hardcover,272,2009,2009,2009/10/21,2009/10/21,2009,2009 (#52),read,"A light, short, and fluffy read, but quite enjoyable. I didn't bother reading the recipes, but I liked the brief look into the eating habits of strangers.",,,1,,,0,,,,,
167844,Across Realtime,Vernor Vinge,"Vinge, Vernor",,"=""1857981472""","=""9781857981476""",4,4.15,Millennium,Mass Market Paperback,544,1994,1986,2009/10/14,2009/10/14,2009,2009 (#50),read,"Not his best, but still a damned fine read. A little fluffier than I expected, but some great ideas in the second book.",,,1,,,0,,,,,
134138,The Soul of a Chef: The Journey Toward Perfection,Michael Ruhlman,"Ruhlman, Michael",,"=""0141001895""","=""9780141001890""",4,4.05,Penguin Books,Paperback,384,2001,2000,2009/10/13,2009/10/13,2009,2009 (#49),read,"A good read. Ruhlman covers the Master Chef Certification, which is pretty fascinating, and then goes in depth with Michael Symon and Thomas Keller.",,,1,,,0,,,,,
6186127,"The Sunless Countries (Virga, #4)",Karl Schroeder,"Schroeder, Karl",,"=""0765320762""","=""9780765320766""",3,4.04,Tor Books,Hardcover,335,2009,2009,2009/10/07,2009/10/08,,,read,"Not as good as the previous books. Too light, without enough SF. Also, Peter Watts explored the end concept in way more depth in Blindsight.",,,1,,,0,,,,,
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",4,3.52,Viking,Hardcover,402,2009,2009,2009/09/26,2009/09/27,2009,2009 (#48),read,"Enjoyable, but thought the ending was lacking. Also, I wish the author did a better job of tying threads together. Loved the first half of the book way more than the second half, which felt rushed.",,,1,,,1,,,Like new,,
3975276,Alinea,Grant Achatz,"Achatz, Grant",,"=""1580089283""","=""9781580089289""",4,4.33,Achatz,Hardcover,400,2008,2008,,2009/09/25,,,read,"Okay, so I didn't read every single recipe. It was fascinating reading the intro essays and skimming the recipes. Makes me want to eat here someday.",,,1,,,0,,,,,
3345775,"The Immortal Iron Fist, Volume 3: The Book of the Iron Fist",Matt Fraction,"Fraction, Matt","Roy Thomas, Travel Foreman, Ed Brubaker, Leandro Fernández, Khari Evans, Mitch Breitweiser, Russ Heath, Lewis LaRosa","=""0785129936""","=""9780785129936""",3,3.94,Marvel,Hardcover,160,2008,2008,2009/09/13,2009/09/14,,,read,Same as Volume 2.,,,1,,,0,,,,,
2557589,"The Immortal Iron Fist, Volume 2: The Seven Capital Cities of Heaven",Ed Brubaker,"Brubaker, Ed","Matt Fraction, David Aja, Howard Chaykin, Dan Brereton, Jelena Kevic-Djurdjevic","=""0785129928""","=""9780785129929""",3,4.16,Marvel,Hardcover,216,2008,2008,2009/09/12,2009/09/14,,,read,"Love the art and flavor/atmosphere, as well as the fighting, but the story just doesn't match up.",,,1,,,0,,,,,
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",3,4.26,Roc,Mass Market Paperback,446,2002,2002,2009/09/14,2009/09/14,2009,2009 (#47),read,"3.5/5 - similar to the last book, enjoyable (and easy) reading, but the plot was a bit too convenient.",,,1,,,0,,,,,
91476,"Grave Peril (The Dresden Files, #3)",Jim Butcher,"Butcher, Jim",,"=""0451458443""","=""9780451458445""",3,4.14,Roc,Paperback,378,2001,2001,2009/09/07,2009/09/07,2009,2009 (#46),read,"Not as good as the previous books. I found Dresden to jump to conclusions a bit too quickly, and also figured out the twist way too quickly.",,,1,,,0,,,,,
87632,Ultramarathon Man: Confessions of an All-Night Runner,Dean Karnazes,"Karnazes, Dean",,"=""1585424803""","=""9781585424801""",3,3.99,Tarcherperigee,Paperback,295,2006,2005,2009/09/06,2009/09/06,2009,2009 (#43),read,"3.5/5 - A pretty light read, not much ""meat"". Still, it was interesting to take a look into the mind of someone who does ultramarathons. I appreciated the author's forthrightness about himself; he doesn't downplay his accomplishments, but neither is he bragging about them.",,,1,,,0,,,,,
4494917,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,"Child, Lee",,"=""0593057058""","=""9780593057056""",4,4.18,Transworld Publishers,Hardcover,441,2009,2009,2009/09/06,2009/09/06,2009,2009 (#44),read,4.5/5 - Wish I could remember where I got this book recommendation from. It's as if Tom Clancy wrote a mystery novel!,,,1,,,0,,,,,
738782,"The Immortal Iron Fist, Volume 1: The Last Iron Fist Story",Ed Brubaker,"Brubaker, Ed","Matt Fraction, David Aja, Travel Foreman, Duane Swierczynski, John Severin, Russ Heath, Tonci Zonjic, Sal Buscema, Kano, Tom Palmer, Guisseppe Cammuncoli, Matt Hollingsworth, Patrick Zircher","=""0785124896""","=""9780785124894""",4,4.05,Marvel Comics Group,Paperback,160,2007,2007,2009/09/06,2009/09/06,,,read,"I might pick up the Immoral Iron Fist compilation tradeback. Really liked the artistic style, although this volume barely gets into any actual plot.",,,1,,,0,,,,,
340819,Blood Music,Greg Bear,"Bear, Greg",,"=""1596871067""","=""9781596871069""",4,3.83,iBooks,Paperback,344,2005,1985,2009/09/04,2009/07/10,2009,2009 (#42),read,"Greatly enjoyed the premise, although the end was a bit lacking for me.",,,1,,,0,,,,,
2474047,"A Few Seconds of Panic: A 5-Foot-8, 170-Pound, 43-Year-Old Sportswriter Plays in the NFL",Stefan Fatsis,"Fatsis, Stefan",,"=""1594201781""","=""9781594201783""",4,3.89,"Penguin Press HC, The",Hardcover,338,2008,2008,2009/08/01,2009/08/02,2009,2009 (#45),read,"Exactly what you'd expect. I especially enjoyed reading about the wide range of players in the NFL, and what they thought about fans, the organization, playing football, etc.",,,1,,,0,,,,,
293331,Resonance,Chris Dolley,"Dolley, Chris",,"=""1416509127""","=""9781416509127""",3,3.82,Baen Books,Hardcover,389,2005,2005,2009/07/14,2009/07/14,2009,2009 (#40),read,"Actually 3.5 stars. Enjoyed the premise, although some parts were a bit far-fetched.",,,1,,,0,,,,,
91477,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,"=""0451458125""","=""9780451458124""",4,4.00,Roc,Mass Market Paperback,401,2001,2001,2009/07/25,2009/07/25,2009,2009 (#39),read,I'm enjoying the Dresden Files quite a lot. Pulpy fantasy-mystery for the win!,,,1,,,0,,,,,
116121,"Eternity (The Way, #2)",Greg Bear,"Bear, Greg",,"=""0446601888""","=""9780446601887""",3,3.89,Aspect,Paperback,367,1994,1988,2009/07/25,2009/07/25,2009,2009 (#38),read,"Similar to the first book, I really enjoyed the experience of reading Eternity. However, opposite of Eon, the plot and ending seemed quite contrived. 3.5/4.",,,1,,,0,,,,,
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",4,3.99,Penguin ROC,Mass Market Paperback,355,2000,2000,,2009/07/21,2009,2009 (#37),read,Pulpy fantasy mystery. What's not to like? 3.5 stars.,,,1,,,0,,,,,
840278,"Eon (The Way, #1)",Greg Bear,"Bear, Greg",,"=""0812520475""","=""9780812520477""",4,3.89,Tor Science Fiction,Mass Market Paperback,504,1991,1985,,2009/07/14,2009,2009 (#36),read,"Really liked it as I was reading, but at the end, I was left a little unsatisfied. Loved the SF aspect, but the plot was lacking. 3.5 stars.",,,1,,,0,,,,,
77742,"Ashes of Victory (Honor Harrington, #9)",David Weber,"Weber, David",,"=""0671319779""","=""9780671319779""",4,4.17,Baen,Paperback,672,2001,2000,2009/06/30,2009/06/30,,,read,,,,1,,,1,,,Like new,,
77741,"Echoes of Honor (Honor Harrington, #8)",David Weber,"Weber, David",,"=""0671578332""","=""9780671578336""",4,4.23,Baen,Paperback,718,1999,1998,2009/06/29,2009/06/30,,,read,,,,1,,,0,,,,,
3398430,The Caryatids,Bruce Sterling,"Sterling, Bruce",,"=""0345460626""","=""9780345460622""",3,3.30,Del Rey,Hardcover,304,2009,2009,2009/06/26,2009/06/26,2009,2009 (#35),read,"Actually a 2.5. I enjoyed some of the concepts while I was reading, but it didn't really go anywhere.",,,1,,,0,,,,,
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"Beah, Ishmael",,"=""0374105235""","=""9780374105235""",4,4.14,Sarah Crichton Books,Hardcover,229,2007,2007,2009/06/14,2009/06/09,2009,2009 (#34),read,"Even after reading the book, it's hard to comprehend the horrors that Ishmael went through. The author pulls no punches in telling the story of becoming a boy soldier and what he went through in the Sierra Leone unrest.",,,1,,,0,,,,,
451203,Starburst,Frederik Pohl,"Pohl, Frederik",,"=""0345339282""","=""9780345339287""",3,3.48,Del Rey,Mass Market Paperback,219,1983,1982,2009/06/13,2009/06/13,2009,2009 (#33),read,"I read a short story that was excerpted from this book. As it turns out, I loved that way more than the full-length novel.",,,1,,,0,,,,,
29434,Self-Made Man: One Woman's Journey Into Manhood and Back Again,Norah Vincent,"Vincent, Norah",,"=""0670034665""","=""9780670034666""",4,3.34,Viking Books,Hardcover,290,2006,2006,2009/06/08,2009/06/09,2009,2009 (#32),read,An interesting look at the male world from a female perspective.,,,1,,,0,,,,,
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",3,4.26,Harper Perennial,Paperback,336,2016,1976,2009/06/01,2009/04/23,,,read,,,,1,,,0,,,,,
72834,Guide to Getting It On!,Paul Joannides,"Joannides, Paul",Daerick Gröss,"=""1885535694""","=""9781885535696""",4,4.28,Goofy Foot Press,Paperback,854,2006,1996,2009/06/01,2009/04/23,,,read,,,,1,,,0,,,,,
6056634,The Race For A New Game Machine: Creating the Chips Inside the XBox and the Playstation 3,David Shippy,"Shippy, David",Mickie Phipps,"=""0806531010""","=""9780806531014""",3,3.65,Citadel,Hardcover,256,2009,2009,2009/05/31,2009/06/01,2009,2009 (#30),read,"I enjoyed reading this book. David Shippy (what an appropriate name!) tells the story of developing the processors behind the PS3 and Xbox 360. There's not too much detail, which is appreciated, since the little that he did go over was beyond my ken. Overall, a quick and fun read. The most interesting bit for me was seeing how Microsoft beat Sony to market.",,,1,,,0,,,,,
77732,"At All Costs (Honor Harrington, #11)",David Weber,"Weber, David",,"=""1416509119""","=""9781416509110""",4,4.20,Baen,Hardcover,855,2005,2005,2009/05/26,2009/05/21,,,read,,,,1,,,1,,,Like new,,
4699575,"Daemon (Daemon, #1)",Daniel Suarez,"Suarez, Daniel",,"=""0525951113""","=""9780525951117""",4,4.15,Dutton Adult,Hardcover,432,2009,2006,2009/05/19,2009/05/19,2009,2009 (#29),read,"Would be a 4.5/5 if GR supported half-stars. Daemon's an incredibly fun read, especially for the geeky. There's a strong undercurrent of nerdy wish-fulfillment, and the book requires quite a bit of suspension of disbelief, but I can live with that. Despite that, I enjoyed the ride, and can't wait for the next book.",,,1,,,0,,,,,
583628,Mastering Regular Expressions,Jeffrey E.F. Friedl,"Friedl, Jeffrey E.F.",,"=""0596528124""","=""9780596528126""",5,4.15,O'Reilly Media,Paperback,515,2006,1997,2009/05/18,2009/03/27,,,read,"I thought I was pretty good at regular expressions, but this book puts me to shame. It also makes me glad that I don't have to worry about optimizing them or using them for anything besides quick REPL-type things. Fantastic for anyone who does need a deeper knowledge of regexen. Still quite good for people at my level, where more technical knowledge is helpful, even if it isn't necessary.",,,1,,,0,,,,,
3147367,American Lion: Andrew Jackson in the White House,Jon Meacham,"Meacham, Jon",,"=""1400063256""","=""9781400063253""",3,3.81,Random House,Hardcover,483,2008,2008,2009/05/18,2009/04/23,,,read,"It has potential, but I don't have enough interest in American history and/or Andrew Jackson to finish it.",,,1,,,0,,,,,
