Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34715193,Beautiful Racket,Matthew Butterick,"Butterick, Matthew",,"=""""","=""""",4,4.00,,ebook,,2017,,,2017/11/11,"2017, ebook","2017 (#11), ebook (#84)",read,"Enjoyed the book overall. Definitely one of the better written programming books out there, although I'm not sure the author succeeded in targeting the book for relatively new programmers! It was a pleasure to go through the tutorials and explanations, but there's a lot of content packed into each section and requires active attention and thought throughout.<br/><br/>4.5 for the content and delivery, but 4 overall since I'm not sure at all what personal projects this might be useful for in the future.",,,1,,,0,,,,,
16158601,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,"Marquet, L. David",,"=""1591846404""","=""9781591846406""",4,4.26,Portfolio,Hardcover,272,2013,2013,,2017/11/05,"2017, spl","2017 (#10), spl (#18)",read,"Unsurprisingly, quite liked this book as it aligns very much with my leadership/management preferences and beliefs. The subject matter also helped, as it was interesting to get peeks into the workings of a nuclear submarine as a backdrop for the discussion around leadership. It's certainly very compelling, and although there are certainly differences when applying this style in non-military organizations, there's still lots of useful thoughts in here.",,,1,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",4,4.51,Balzer + Bray,Hardcover,444,2017,2017,,2017/10/30,"2017, ebook, kindle, own, ya-sjw-book-club","2017 (#9), ebook (#83), kindle (#76), own (#60), ya-sjw-book-club (#13)",read,"4.5/5 - Super emotionally draining, but an exceptional read.",,,1,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",4,3.94,Walker Books,Hardcover,192,2005,1995,,2017/10/24,"2017, ebook, spl","2017 (#8), ebook (#82), spl (#17)",read,"A delightful read for anyone that has a passing interest in timekeeping, even more so since it's so short! I only wish it had pictures and diagrams.",,,1,,,0,,,,,
31433704,"The Ruin of Angels (Craft Sequence, #6)",Max Gladstone,"Gladstone, Max",,"=""0765395894""","=""9780765395894""",4,4.31,Tor.com,Paperback,576,2017,2017,,2017/10/03,"2017, tradeback, spl","2017 (#7), tradeback (#4), spl (#16)",read,"Enjoyed the book, although not quite as much as previous Craft novels. The general feeling of the book reminded of The City and the City and the City of X series. This is by no means a bad thing, but dulled the base conceit a bit. Still, I'm looking forward to more books in this Sequence.",,,1,,,0,,,,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.31,Orbit,Paperback,416,2017,2017,,2017/09/15,"2017, spl, tradeback","2017 (#6), spl (#15), tradeback (#3)",read,"Didn't love this as much as the first two books, but a worthy end to the trilogy.",,,1,,,0,,,,,
29972029,"Bitch Planet, Vol. 2: President Bitch",Kelly Sue DeConnick,"DeConnick, Kelly Sue","Taki Soma, Valentine De Landro","=""1632157179""","=""9781632157171""",0,4.28,Image Comics,Paperback,144,2017,2017,,2017/09/11,,,read,,,,1,,,0,,,,,
13039884,Existence,David Brin,"Brin, David",,"=""0765303612""","=""9780765303615""",3,3.77,Tor Books,Hardcover,553,2012,2012,,2017/08/28,"2017, spl, hardcover","2017 (#5), spl (#14), hardcover (#24)",read,"Really liked the overall concepts and ideas in the book, but wasn't a huge fan of the slow first half and random time jumps in the second half. Lots of interesting threads that perhaps could've been better served with more time/focus rather than jamming all of them into a single book?",,,1,,,0,,,,,
35296400,"Ultimate Glory: Frisbee, Obsession, and My Wild Youth",David Gessner,"Gessner, David",,"=""""","=""""",3,4.03,Riverhead Books,Kindle Edition,351,2017,2017,2017/07/24,2017/07/12,"2017, ebook, spl, kindle","2017 (#4), ebook (#81), spl (#13), kindle (#75)",read,"3.5/5 - A fun read about ultimate in the 80's (-ish). Definitely worth checking out if you're into ultimate, but I don't know if it would be interesting for non-players...",,,1,,,0,,,,,
23360039,How to Bake Pi: An Edible Exploration of the Mathematics of Mathematics,Eugenia Cheng,"Cheng, Eugenia",,"=""0465051715""","=""9780465051717""",4,3.60,Basic Books,Hardcover,304,2015,2015,2017/01/01,2017/06/19,"spl, 2017","spl (#12), 2017 (#3)",read,"Very enjoyable book. Didn't get as much about category theory that I wanted, but turned out that the parts not about category theory were still pretty great. Still, it was nice to get another fresh angle on the subject with lots of analogies.",,,1,,,0,,,,,
28220647,"Seven Surrenders (Terra Ignota, #2)",Ada Palmer,"Palmer, Ada",,"=""0765378027""","=""9780765378026""",4,4.19,Tor Books,Hardcover,365,2017,2017,2017/01/01,2017/05/27,"2017, hardcover, spl","2017 (#2), hardcover (#23), spl (#11)",read,"These books are the kind where if I miss a page, I actually need to go back and re-read it. I'm still not quite sure why I enjoyed reading Terra Ignota as much as I have, but ¯\_(ツ)_/¯. There are definitely bits that remind me of Dune, the plot meanders in ways that I completely don't expect, and the treatment of sexuality/religion is interesting as well.",,,1,,,0,,,,,
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",3,4.10,Tor Books,ebook,336,2017,2017,2017/01/01,2017/05/14,"2017, hardcover, spl","2017 (#1), hardcover (#22), spl (#10)",read,"Fun, but didn't really feel like much actually happened in the book. Will likely read the next two or three books since it was an easy read and I'm curious about the overall story arc.",,,1,,,0,,,,,
28784121,"City of Miracles (The Divine Cities, #3)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""""","=""""",4,4.42,Jo Fletcher Books,Kindle Edition,448,2017,2017,,2017/05/31,,,read,"A fantastic end to the trilogy. Reading both this and City of Blades really makes me want to go back and re-read City of Stairs again. I felt like overall, there wasn't a ton of new concepts in the genre of warring divinities affected by their worshippers, but even still, I really enjoyed the read.",,,1,,,0,,,,,
31140332,"Thrawn (Star Wars: Thrawn, #1)",Timothy Zahn,"Zahn, Timothy",,"=""1780894848""","=""9781780894843""",3,4.28,Random House,Hardcover,427,2017,2017,,2017/04/19,"2016, hardcover, spl","2016 (#35), hardcover (#21), spl (#9)",read," I was a little worried about reading this, since not all media I loved in my youth has held up to later reading/viewing, but it turned out okay in the end. Thrawn was a mix of Sherlock Holmes and Game of Thrones in space, and while I do love me some brains and politics, it fell somewhat short in several ways. First, since this is a prequel novel, there's never any particular threat to Thrawn since you know where he winds up, and second, he never really changes as a character. He starts out as a badass and is pretty much a badass throughout the book. Still, an enjoyable and light read.",,,1,,,0,,,,,
25877663,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,"Corey, James S.A.",,"=""0356504263""","=""9780356504261""",3,4.22,Orbit,Hardcover,538,2016,2016,,2017/03/15,,,read,"Satisfying, although not quite as gripping to me as the previous couple books. The ending actually felt like a solid ending though, and although I'm quite happy that there will be more books, I could also see the series ending after this one.",,,1,,,0,,,,,
23514363,Laurinda,Alice Pung,"Pung, Alice",,"=""""","=""""",3,3.82,Black Inc.,Kindle Edition,314,2014,2014,2017/01/01,2016/10/16,"2016, kindle, ebook, own","2016 (#34), kindle (#74), ebook (#80), own (#59)",read,"Liked the book and despite not having as much of a culture gap as Lucy, much of her issues acclimating to her new environment felt very familiar to me.",,,1,,,0,,,,,
28147302,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.28,Orbit,Kindle Edition,321,2016,2016,2016/12/25,2016/12/24,"2016, ebook, kindle, own","2016 (#33), ebook (#79), kindle (#73), own (#58)",read,"I think I liked the first one more, but this was still excellent and I can't wait for the last book.",,,1,,,0,,,,,
19887474,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.28,Orbit,Kindle Edition,496,2015,2015,2016/12/24,2016/12/22,"2016, ebook, kindle, own","2016 (#32), ebook (#78), kindle (#72), own (#57)",read,4.5/5 - I finally gave in after seeing this book on just about every end-of-year book list. Glad I did - it lived up to the hype.,,,1,,,0,,,,,
25735618,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",,"=""""","=""""",4,4.43,Tor Books,Kindle Edition,608,2016,2010,2016/12/24,2016/12/19,"2016, ebook, kindle, own","2016 (#31), ebook (#77), kindle (#71), own (#56)",read,"Much better than the second in the series. I'm a sucker for books that span eons and galaxies (Forever War, Fire Upon the Deep, etc.), and this hit the spot. There's a bit of deus ex machina with regards to the science, and I would've loved to zoom out from the protagonists, as it were, but it was still lovely nonetheless.",,,1,,,0,,,,,
28256318,The Edge: The War against Cheating and Corruption in the Cutthroat World of Elite Sports,Roger Pielke,"Pielke, Roger",Simon Kuper,"=""1938901576""","=""9781938901577""",3,3.76,Roaring Forties Press,Paperback,330,2016,,,2016/12/20,"2016, spl","2016 (#30), spl (#8)",read,"Kind of a slog to get through, but some interesting thoughts around solutions to some of these problems in modern sports. Definitely some meat to chew on in regards to ultimate's ""spirit of the game"".",,,1,,,0,,,,,
28114371,"Speaking American: How Y'all, Youse, and You Guys Talk: A Visual Guide",Josh Katz,"Katz, Josh",,"=""0544703391""","=""9780544703391""",3,4.16,Houghton Mifflin Harcourt,Hardcover,197,2016,2016,,2016/12/20,"2016, spl, hardcover","2016 (#29), spl (#7), hardcover (#20)",read,"Quick and fun read. Nice map infographics in a dead-tree format, but not too different than the online presentation.",,,1,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",4,4.19,Delacorte Press,Hardcover,417,2016,2016,2016/03/01,2016/03/14,"2016, hardcover","2016 (#6), hardcover (#12)",read,"A fun read, but ultimately left me with more questions than answers. The end felt entirely too abrupt, too.<br/><br/>If you liked it though, I'd also highly recommend Worm (https://parahumans.wordpress.com/), an absurdly long web serial that covers similar ground.",,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",4,4.06,Tor Books,Hardcover,399,2014,2006,2016/02/01,2016/02/21,"2016, ebook, kindle, own","2016 (#5), ebook (#64), kindle (#58), own (#50)",read,"An interesting concept, although I found the third act to be somewhat weak. The infodump at the end was a bit much, and the lead up to the reveal also a bit confused. Still, I like the concept enough to at least give the sequel a shot. Also, it reminds me quite a lot of The Mote in God's Eye.",true,,1,,,0,,,,,
23533039,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,"Leckie, Ann",,"=""0356502422""","=""9780356502427""",3,4.20,Orbit,Paperback,330,2015,2015,2016/02/01,2016/02/21,"2016, ebook, kindle","2016 (#4), ebook (#63), kindle (#57)",read,"Liked reading it, but felt a bit underwhelming compared to the previous books. The way the plot goes in this book kept reminding me of the Culture.",,,1,,,0,,,,,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",4,4.05,Del Rey,Hardcover,435,2015,2015,2016/02/01,2016/02/19,"2016, ebook, kindle, own, ya-sjw-book-club","2016 (#3), ebook (#62), kindle (#56), own (#49), ya-sjw-book-club (#8)",read,4.5/5 - Just devoured this book.,,,1,,,0,,,,,
25111101,Two Hours: The Quest to Run the Impossible Marathon,Ed Caesar,"Caesar, Ed",,"=""145168584X""","=""9781451685848""",3,3.98,Simon  Schuster,Hardcover,256,2015,2015,2016/02/01,2016/02/18,"2016, ebook, kindle","2016 (#2), ebook (#61), kindle (#55)",read,"An enjoyable although light read, mainly since I don't follow professional running and it was neat to get a glimpse into that world.",,,1,,,0,,,,,
22295304,"Shadowshaper (Shadowshaper, #1)",Daniel José Older,"Older, Daniel José",,"=""0545591619""","=""9780545591614""",3,3.78,Arthur A. Levine Books,Hardcover,297,2015,2015,2016/02/01,2016/02/01,"2016, kindle, ebook, own, ya-sjw-book-club","2016 (#1), kindle (#54), ebook (#60), own (#48), ya-sjw-book-club (#1)",read,"2.5/5 - Felt like it needed more editing? Liked the non-fantasy parts a lot, and while the concept of shadowshaping was quite neat, I thought the plot and universe really didn't back it up. Still, a quick read that was pretty fun.",,,1,,,0,,,,,
23397921,Sixth of the Dusk,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.24,"Dragonsteel Entertainment, LLC",Kindle Edition,59,2014,2014,,2014/10/29,"2014, ebook, kindle, own","2014 (#22), ebook (#32), kindle (#26), own (#31)",read,,,,1,,,0,,,,,
28695493,The View from the O-Line: Football According to NFL Offensive Linemen and an Uncommon Coach,Howard Mudd,"Mudd, Howard",Richard  Lister,"=""1613219350""","=""9781613219355""",4,4.08,Sports Publishing,Hardcover,360,2016,,,2016/11/24,"2016, spl","2016 (#28), spl (#6)",read,"I blew through this book, which was mostly a collection of thoughts from offensive linemen. From the description alone, you should probably already know whether you're going to like this book or not.",,,1,,,0,,,,,
22369,"All-Star Superman, Vol. 1",Grant Morrison,"Morrison, Grant",Frank Quitely,"=""1401209149""","=""9781401209148""",0,4.07,DC Comics,Hardcover,160,2007,2007,,2016/11/09,,,read,,,,1,,,0,,,,,
24737268,Badass: Making Users Awesome,Kathy Sierra,"Sierra, Kathy",,"=""1491919019""","=""9781491919019""",3,4.22,O'Reilly Media,Paperback,294,2015,2015,,2016/11/09,"2016, spl","2016 (#27), spl (#5)",read,"Considering how much I <3 Kathy Sierra's other works, I was surprised to kind of bounce off this book. I thought that the content was good, but I couldn't relate very much to the concepts and it moved too slowly for my personal use case.",,,1,,,0,,,,,
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",4,4.43,Feiwel & Friends,Hardcover,827,2015,2015,,2016/10/21,"2016, ebook, kindle, spl","2016 (#26), ebook (#76), kindle (#70), spl (#4)",read,"Enjoyed this much more than the last couple books in the series! The ending is a little pat, but understandable given the fairy tale inspiration.",,,1,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",3,4.42,Feiwel & Friends,Hardcover,552,2014,2014,,2016/10/12,"2016, ebook, kindle, spl","2016 (#25), ebook (#75), kindle (#69), spl (#3)",read,"So far, the series is interesting/fun enough for me to continue reading, but mostly since it's YA and really easy to get through.",,,1,,,0,,,,,
28432244,Shrill: Notes from a Loud Woman,Lindy West,"West, Lindy",,"=""""","=""""",4,4.18,Hachette Books,Kindle Edition,272,2016,2016,2016/10/02,2016/09/16,"2016, ebook, kindle, spl","2016 (#24), ebook (#74), kindle (#68), spl (#2)",read,"Interesting book for me to rate/review. One of the few books that I rated higher than I actually liked the book. Not that I disliked it, but in this case, the content bumped the book up to a four from what probably would've been a 3.5.",,,1,,,0,,,,,
26114222,"Four Roads Cross (Craft Sequence, #5)",Max Gladstone,"Gladstone, Max",,"=""0765379422""","=""9780765379429""",4,4.36,Tor Books,Hardcover,416,2016,2016,,2016/08/31,"2016, ebook, kindle, own","2016 (#23), ebook (#73), kindle (#67), own (#55)",read,"3.5/5 - While I still really love the concept and universe, the plot felt a bit thin. Lots of stuff randomly (to me, at least) happening and not really given enough room to breathe. Still though, I tore through it in a couple of days, so obviously it wasn't that much of a problem.",,,1,,,0,,,,,
25217969,Six-Gun Snow White,Catherynne M. Valente,"Valente, Catherynne M.",,"=""""","=""""",2,3.67,Saga Press,Kindle Edition,154,2015,2013,,2016/08/26,"2016, ebook, kindle, own","2016 (#22), ebook (#72), kindle (#66), own (#54)",read,Finished this mainly since it was so short.,,,1,,,0,,,,,
26200563,Hamilton: The Revolution,Lin-Manuel Miranda,"Miranda, Lin-Manuel",Jeremy McCarter,"=""1455539740""","=""9781455539741""",4,4.45,Grand Central Publishing,Hardcover,285,2016,2015,,2016/08/25,"2016, hardcover, spl","2016 (#21), hardcover (#19), spl (#1)",read,"4.5/5 - Probably required reading for anyone who loves the musical. Well put together, and loads of interesting behind-the-scenes information. It's also just an absolutely lovely physical book.",,,1,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",3,4.26,Feiwel & Friends,Hardcover,454,2013,2013,,2016/08/14,"2016, ebook, kindle","2016 (#20), ebook (#71), kindle (#65)",read,"Enjoyed reading it, but it wasn't as captivating as Cinder.",,,1,,,0,,,,,
25074849,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet Collected Editions, #1)",Kelly Sue DeConnick,"DeConnick, Kelly Sue","Taki Soma, Valentine De Landro, Robert Wilson IV, Cris Peter, Clayton Cowles, Lauren Sankovitch","=""1632153661""","=""9781632153661""",0,4.04,Image Comics,Paperback,156,2015,2015,,2016/07/18,,,read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",4,4.38,Spiegel & Grau,Hardcover,152,2015,2015,,2016/07/12,"2016, ebook, kindle, own","2016 (#19), ebook (#70), kindle (#64), own (#53)",read,"4.5/5 - A powerful and difficult read. Almost a must-read for, well, pretty much anyone.",,,1,,,0,,,,,
26114545,"Too Like the Lightning (Terra Ignota, #1)",Ada Palmer,"Palmer, Ada",,"=""0765378000""","=""9780765378002""",4,3.85,Tor Books,Hardcover,432,2016,2016,,2016/07/10,"2016, hardcover","2016 (#18), hardcover (#18)",read,"Kind of torn about this book. It wasn't easy reading, but a fascinating world and intriguing concepts kept me interested throughout. The play on gendered language reminds me of Ancillary Mercy, but I had quite a lot more difficulty with it here (not in a bad way!). I kind of can't wait to see what the sequel holds in store, but it was annoying that it pretty much just leaves the reader at a cliffhanger.",,,1,,,0,,,,,
25938014,"Avatar: The Last Airbender- Smoke and Shadow, Part 3 (Smoke and Shadow, #3)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616558385""","=""9781616558383""",0,4.40,Dark Horse Books,Paperback,76,2016,2016,,2016/06/26,,,read,,,,1,,,0,,,,,
23965437,"Avatar: The Last Airbender - Smoke and Shadow, Part 2 (Smoke and Shadow, #2)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616557907""","=""9781616557904""",0,4.42,Dark Horse,Paperback,76,2015,2015,,2016/06/26,,,read,,,,1,,,0,,,,,
25746699,The Sudden Appearance of Hope,Claire North,"North, Claire",,"=""0316335991""","=""9780316335997""",4,3.64,Redhook Books/Orbit,Hardcover,476,2016,2016,,2016/06/24,"2016, hardcover","2016 (#17), hardcover (#17)",read,"I really liked this book, although at the end of it, I can't quite put my finger on why. I think the concept is quite novel, and everything that happens actually more or less makes sense in context of people forgetting Hope. That, combined with the mystery/action/heist/sci-fi just kind of hit all the right notes for me.",,,1,,,0,,,,,
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",4,4.13,Feiwel & Friends,Hardcover,390,2012,2012,,2016/06/20,"ya-sjw-book-club, 2016","ya-sjw-book-club (#12), 2016 (#16)",read,"An enjoyable, although predictable, read.",,,1,,,0,,,,,
25233432,"Avatar: The Last Airbender - Smoke and Shadow, Part 1 (Smoke and Shadow, #1)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616557613""","=""9781616557614""",0,4.39,Dark Horse Books,Paperback,76,2015,2015,,2016/06/19,,,read,,,,1,,,0,,,,,
26218626,"Chew, Vol. 11: The Last Suppers",John Layman,"Layman, John",,"=""""","=""9781632156815""",0,4.10,Image Comics,Paperback,128,2016,2016,,2016/06/19,,,read,,,,1,,,0,,,,,
17785934,Ultimate Comics Ultimates: Disassembled,Joshua Hale Fialkov,"Fialkov, Joshua Hale",Carmine Di Giandomenico,"=""0785167242""","=""9780785167242""",0,3.39,Marvel,Paperback,136,2013,2013,,2016/06/14,,,read,,,,1,,,0,,,,,
21532198,"Avatar: The Last Airbender: The Rift, Part 3 (The Rift, #3)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1616552972""","=""9781616552978""",0,4.32,Dark Horse Books,Paperback,76,2014,2014,,2016/06/14,,,read,,,,1,,,0,,,,,
20176447,"Avatar: The Last Airbender - The Rift, Part 2 (The Rift, #2)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616552964""","=""9781616552961""",0,4.32,Dark Horse Books,Paperback,76,2014,2014,,2016/06/14,,,read,,,,1,,,0,,,,,
18687079,"Avatar: The Last Airbender - The Rift, Part 1 (The Rift, #1)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616552956""","=""9781616552954""",0,4.32,Dark Horse Comics,Paperback,76,2014,2014,,2016/06/14,,,read,,,,1,,,0,,,,,
157435,The Tattooed Potato and Other Clues,Ellen Raskin,"Raskin, Ellen",,"=""0140329803""","=""9780140329803""",4,4.00,Puffin,Paperback,176,1989,1975,,2016/05/29,"2016, kindle, own, ebook, ya-sjw-book-club","2016 (#15), kindle (#63), own (#52), ebook (#69), ya-sjw-book-club (#11)",read,"I liked it, even though it required quite a bit of suspension of disbelief.",,,1,,,0,,,,,
17927463,"Avatar: The Last Airbender - The Search, Part 3 (The Search, #3)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616551844""","=""9781616551841""",0,4.47,Dark Horse Comics,Paperback,76,2013,2013,,2016/06/04,,,read,,,,1,,,0,,,,,
16277248,"Avatar: The Last Airbender - The Search, Part 1 (The Search, #1)",Gene Luen Yang,"Yang, Gene Luen","Bryan Konietzko, Michael Dante DiMartino, Gurihiru","=""1616550546""","=""9781616550547""",0,4.34,Dark Horse Books,Paperback,76,2013,2013,,2016/06/04,,,read,,,,1,,,0,,,,,
17445144,"Avatar: The Last Airbender - The Search, Part 2 (The Search, #2)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1616551909""","=""9781616551902""",0,4.41,Dark Horse Books,Paperback,76,2013,2013,,2016/06/04,,,read,,,,1,,,0,,,,,
13611440,"Avatar: The Last Airbender - The Promise, Part 3 (The Promise, #3)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1595829415""","=""9781595829412""",0,4.40,Dark Horse Comics ,Paperback,76,2012,2012,,2016/05/28,,,read,,,,1,,,0,,,,,
13096848,"Avatar: The Last Airbender - The Promise, Part 2 (The Promise, #2)",Gene Luen Yang,"Yang, Gene Luen","Michael Dante DiMartino, Bryan Konietzko, Gurihiru","=""1595828753""","=""9781595828750""",0,4.42,Dark Horse Books,Paperback,76,2012,2012,,2016/05/22,,,read,,,,1,,,0,,,,,
12413836,"Avatar: The Last Airbender - The Promise, Part 1 (The Promise, #1)",Gene Luen Yang,"Yang, Gene Luen","Bryan Konietzko, Michael Dante DiMartino, Gurihiru","=""1595828117""","=""9781595828118""",0,4.32,Dark Horse Comics ,Paperback,76,2012,2012,,2016/05/12,,,read,,,,1,,,0,,,,,
25566235,"Chew, Vol. 10: Blood Puddin'",John Layman,"Layman, John",Rob Guillory,"=""""","=""""",0,4.26,Image Comics,Paperback,128,2015,2015,,2016/05/12,,,read,,,,1,,,0,,,,,
10450750,Avatar: The Last Airbender: The Lost Adventures (Avatar: The Last Airbender),Bryan Konietzko,"Konietzko, Bryan","Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney","=""159582748X""","=""9781595827487""",0,4.39,Dark Horse,Paperback,240,2011,2011,,2016/05/05,,,read,,,,1,,,0,,,,,
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",3,4.40,Tor Books,Hardcover,512,2015,2008,,2016/04/30,"2016, ebook, kindle","2016 (#14), ebook (#68), kindle (#62)",read,"2.5/5 - Meh. Figured out the winning strategy almost immediately. The other Wallfacer strategies were intriguing, but the book felt kind of all over the place. Not sure I'll read the third book.",,,1,,,0,,,,,
17302571,If You Could Be Mine,Sara Farizan,"Farizan, Sara",,"=""1616202513""","=""9781616202514""",2,3.72,Alqonquin Young Readers,Hardcover,256,2013,2013,,2016/04/22,"2016, ebook, kindle, ya-sjw-book-club","2016 (#13), ebook (#67), kindle (#61), ya-sjw-book-club (#10)",read,"I liked the overall themes of the book, dealing with LGBT issues as teenagers in Iran, but I really couldn't get over how idiotic the main characters were.",,,1,,,0,,,,,
23909755,"City of Blades (The Divine Cities, #2)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0553419714""","=""9780553419719""",4,4.22,Broadway Books,Paperback,484,2016,2016,,2016/04/05,"2016, ebook, kindle","2016 (#12), ebook (#66), kindle (#60)",read,"4.5/5 - I don't remember much from the first book, but this makes me want to go back and reread it, which is probably a pretty good sign! An excellent read with really enjoyable characters.",,,1,,,0,,,,,
20821159,The Peripheral (The Peripheral #1),William Gibson,"Gibson, William",,"=""0399158448""","=""9780399158445""",3,3.94,Berkley,Hardcover,485,2014,2014,,2016/03/29,"2016, hardcover","2016 (#11), hardcover (#16)",read,"2.5/5 - Liked the stub concept and the characters, but it was overall a slog to get through. The plot felt rather thin and it was not a really easy read. I was tempted to give up on it more than once, but it was just good enough for me to stick with it.",,,1,,,0,,,,,
8621462,A Monster Calls,Patrick Ness,"Ness, Patrick","Jim Kay, Siobhan Dowd","=""1406311529""","=""9781406311525""",4,4.33,Walker Books,Hardcover,226,2011,2011,,2016/03/19,"2016, hardcover, ya-sjw-book-club","2016 (#10), hardcover (#15), ya-sjw-book-club (#9)",read,"A lovely read despite its predictability. Awfully sad, though - I can't quite believe it's YA.",,,1,,,0,,,,,
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,4.37,"Dragonsteel Entertainment, LLC",Kindle Edition,160,2016,2016,,2016/03/18,"2016, ebook, kindle, own","2016 (#9), ebook (#65), kindle (#59), own (#51)",read,"Tricky review without spoiling the book. Similarly to Bands of Mourning, I liked getting some more info on what's going on in the Cosmere, but this was too little to really help (me, at least). Perhaps with a Cliff's Notes on the Cosmere, I'd enjoy this more, but as it is, it was too much of a tease.",,,1,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.39,Tor,Kindle Edition,448,2016,2016,,2016/03/18,"2016, hardcover","2016 (#8), hardcover (#14)",read,"Perhaps my favorite of the Wax/Wayne series so far, although this still hasn't reached the heights that the original Mistborn trilogy did. I like how Steris is finally growing into herself (finally, I might add), but thought the main character plot twist to be pretty obvious from the start. And while I enjoyed seeing more Scadrial ""tech"", I found it a bit much all at once. So, I'm pretty conflicted about this, and had to immediately buy and read Secret History once I finished.<br/><br/>Also, while I love the idea of the Cosmere, I wonder if the focus on a much broader scale is affecting the quality of the individual books/series set in it.",,,1,,,0,,,,,
